,count,Random,MostPopular,UserItemAvg,UserKNN,UserKNNAvg,NMF,SVD
9508,0.0012582573136206,10,0,2,3,2,3,2
9386,0.0012582573136206,5,0,1,0,0,1,1
43964,0.0012582573136206,12,0,1,1,1,1,1
3039,0.0012582573136206,17,0,1,0,1,0,1
4016,0.0012582573136206,4,0,1,1,1,1,1
4020,0.0012582573136206,10,0,2,2,2,2,2
24600,0.0012582573136206,6,0,0,0,0,0,0
3902,0.0012582573136206,7,0,3,3,3,3,3
3530,0.0012582573136206,5,0,1,1,1,1,0
38072,0.0012582573136206,7,0,4,4,4,4,4
11767,0.0012582573136206,8,0,3,3,3,3,3
35528,0.0012582573136206,11,0,1,1,1,1,1
7080,0.0012582573136206,8,0,1,1,1,1,1
2272,0.0012582573136206,4,0,1,1,1,1,1
69656,0.0012582573136206,6,0,4,4,4,4,4
48090,0.0012582573136206,12,0,1,1,1,1,1
30558,0.0012582573136206,10,0,3,3,3,3,3
21774,0.0012582573136206,8,0,4,4,4,3,3
63406,0.0012582573136206,9,0,4,4,4,4,4
21359,0.0012582573136206,9,0,3,3,3,3,3
22957,0.0012582573136206,8,0,2,2,2,2,2
64563,0.0012582573136206,13,0,0,0,0,0,0
25132,0.0012582573136206,6,0,0,0,0,0,0
26125,0.0012582573136206,9,0,1,0,0,1,1
46824,0.0012582573136206,5,0,0,0,0,0,0
3784,0.0012582573136206,5,0,0,0,0,0,0
3041,0.0012582573136206,15,0,2,2,2,2,2
3243,0.0012582573136206,8,0,2,2,2,3,2
53590,0.0012582573136206,6,0,0,0,0,0,0
23234,0.0012582573136206,12,0,1,1,1,1,1
35357,0.0012582573136206,4,0,4,4,4,4,4
9393,0.0012582573136206,2,0,1,1,1,1,1
9055,0.0012582573136206,11,0,0,0,0,0,0
40173,0.0012582573136206,4,0,0,0,0,0,0
119106,0.0012582573136206,2,0,1,1,1,1,1
36704,0.0012582573136206,7,0,1,2,2,1,1
47597,0.0012582573136206,6,0,1,1,1,1,1
65203,0.0012582573136206,7,0,0,0,0,0,0
8876,0.0012582573136206,10,0,1,1,1,1,1
46379,0.0012582573136206,7,0,3,3,3,3,3
7228,0.0012582573136206,7,0,3,3,3,3,3
3556,0.0012582573136206,12,0,1,1,1,1,1
54258,0.0012582573136206,4,0,3,3,3,3,3
101246,0.0012582573136206,13,0,1,1,1,1,1
48481,0.0012582573136206,11,0,1,1,1,1,1
52319,0.0012582573136206,9,0,0,0,0,0,0
8726,0.0012582573136206,14,0,0,0,0,0,0
20292,0.0012582573136206,9,0,2,2,2,2,2
16140,0.0012582573136206,8,0,3,3,3,3,3
3022,0.0012582573136206,6,0,1,1,1,1,1
6488,0.0012582573136206,7,0,1,1,1,1,1
14802,0.0012582573136206,8,0,1,1,1,1,1
23056,0.0012582573136206,5,0,3,3,3,3,3
2210,0.0012582573136206,9,0,1,1,1,1,1
29325,0.0012582573136206,4,0,1,1,1,1,1
48772,0.0012582573136206,8,0,0,0,0,0,0
13164,0.0012582573136206,6,0,1,1,1,1,1
3203,0.0012582573136206,8,0,1,1,1,1,1
3224,0.0012582573136206,9,0,1,1,1,1,1
46934,0.0012582573136206,10,0,2,2,2,2,2
38055,0.0012582573136206,5,0,3,3,3,3,3
32408,0.0012582573136206,4,0,3,3,3,3,3
3511,0.0012582573136206,8,0,2,2,2,2,2
3707,0.0012582573136206,3,0,1,0,0,1,0
11554,0.0012582573136206,3,0,1,1,1,1,1
21361,0.0012582573136206,8,0,3,3,3,3,3
37159,0.0012582573136206,14,0,1,1,1,1,1
44130,0.0012582573136206,5,0,3,2,2,2,3
1493,0.0012582573136206,6,0,0,0,0,0,0
38769,0.0012582573136206,7,0,3,2,3,2,3
38861,0.0012582573136206,4,0,2,2,2,2,2
6009,0.0012582573136206,7,0,2,2,2,2,2
21586,0.0012582573136206,7,0,2,2,2,2,2
9507,0.0012582573136206,10,0,1,1,1,1,1
20613,0.0012582573136206,12,0,1,1,1,1,1
12727,0.0012582573136206,9,0,3,3,3,3,3
31241,0.0012582573136206,12,0,1,1,1,1,1
3866,0.0012582573136206,5,0,3,3,3,3,3
49497,0.0012582573136206,6,0,2,2,2,2,2
55828,0.0012582573136206,8,0,2,2,2,2,2
18984,0.0012582573136206,7,0,0,0,0,0,0
9265,0.0012582573136206,6,0,2,2,2,2,2
11980,0.0012582573136206,11,0,0,0,0,0,0
11290,0.0012582573136206,6,0,0,0,0,0,0
152198,0.0012582573136206,2,0,0,1,1,1,0
25798,0.0012582573136206,4,0,0,0,0,0,0
13714,0.0012582573136206,6,0,4,4,4,4,4
3630,0.0012582573136206,5,0,3,3,3,3,3
8751,0.0012582573136206,10,0,0,0,0,0,0
91126,0.0012582573136206,10,0,2,2,2,2,2
13472,0.0012582573136206,8,0,1,1,1,1,1
932,0.0012582573136206,4,0,2,2,2,2,2
53563,0.0012582573136206,6,0,3,3,3,3,3
79732,0.0012582573136206,6,0,1,1,1,1,1
1103,0.0012582573136206,4,0,1,1,1,1,1
19915,0.0012582573136206,5,0,1,1,1,1,1
16379,0.0012582573136206,5,0,0,0,0,0,0
8688,0.0012582573136206,7,0,1,1,1,1,3
13732,0.0012582573136206,4,0,1,1,1,1,1
21682,0.0012582573136206,10,0,0,0,0,0,0
8661,0.0012582573136206,10,0,1,1,1,1,1
59172,0.0012582573136206,8,0,0,1,1,1,0
100,0.0012582573136206,8,0,0,0,0,0,0
61172,0.0012582573136206,9,0,2,2,2,1,1
11924,0.0012582573136206,8,0,1,1,1,1,1
17852,0.0012582573136206,3,0,0,0,0,0,0
26337,0.0012582573136206,6,0,2,2,2,2,2
10035,0.0012582573136206,11,0,1,1,1,2,1
11548,0.0012582573136206,6,0,0,0,0,0,0
34936,0.0012582573136206,5,0,3,3,3,3,3
33444,0.0012582573136206,11,0,2,2,2,2,2
11789,0.0012582573136206,5,0,1,1,1,1,1
6346,0.0012582573136206,6,0,1,1,1,1,1
10602,0.0012582573136206,3,0,0,0,0,0,0
38000,0.0012582573136206,9,0,1,1,1,2,2
27269,0.0012582573136206,11,0,3,3,3,3,3
1713,0.0012582573136206,7,0,1,2,2,2,2
11222,0.0012582573136206,10,0,2,2,2,2,2
6299,0.0012582573136206,8,0,1,1,1,1,1
8642,0.0012582573136206,5,0,1,1,1,1,1
12042,0.0012582573136206,8,0,2,2,2,2,2
36629,0.0012582573136206,15,0,2,2,1,2,1
38017,0.0012582573136206,9,0,2,2,2,2,2
22855,0.0012582573136206,6,0,2,2,2,2,2
51130,0.0012582573136206,10,0,0,1,1,0,0
21484,0.0012582573136206,7,0,0,0,0,0,0
6744,0.0012582573136206,10,0,0,0,0,0,0
7617,0.0012582573136206,12,0,4,4,3,4,4
915,0.0012582573136206,9,0,0,0,0,0,0
13464,0.0012582573136206,5,0,4,4,4,4,4
108237,0.0012582573136206,6,0,2,1,1,2,2
44618,0.0012582573136206,5,0,1,1,1,1,1
15524,0.0012582573136206,10,0,2,2,2,2,2
24147,0.0012582573136206,7,0,2,2,2,2,2
3329,0.0012582573136206,8,0,3,4,4,3,4
35663,0.0012582573136206,10,0,1,1,1,1,1
21233,0.001100975149418,6,0,0,0,0,0,0
698,0.001100975149418,14,0,0,0,0,0,0
26122,0.001100975149418,9,0,0,0,0,0,0
81072,0.001100975149418,7,0,2,2,2,2,2
36147,0.001100975149418,4,0,0,0,0,0,0
15818,0.001100975149418,13,0,0,1,1,1,0
3204,0.001100975149418,3,0,2,2,2,2,2
31508,0.001100975149418,4,0,1,1,1,1,1
25938,0.001100975149418,8,0,0,0,0,0,0
59869,0.001100975149418,6,0,3,3,3,3,3
46807,0.001100975149418,3,0,0,0,0,0,0
13437,0.001100975149418,9,0,1,1,1,1,1
72038,0.001100975149418,10,0,3,3,3,3,3
9578,0.001100975149418,12,0,2,2,2,2,2
696,0.001100975149418,4,0,2,2,2,2,1
49909,0.001100975149418,5,0,0,0,0,0,0
49810,0.001100975149418,9,0,1,1,1,1,1
102446,0.001100975149418,10,0,3,3,3,3,3
26115,0.001100975149418,18,0,3,3,3,3,3
81485,0.001100975149418,8,0,0,0,0,0,0
3025,0.001100975149418,4,0,2,2,2,2,2
35949,0.001100975149418,5,0,1,1,1,1,1
22085,0.001100975149418,8,0,1,1,1,1,1
6468,0.001100975149418,12,0,1,1,1,1,1
52385,0.001100975149418,13,0,2,2,2,2,2
42777,0.001100975149418,5,0,0,0,0,0,0
24364,0.001100975149418,3,0,0,0,0,0,0
2752,0.001100975149418,6,0,1,1,1,1,1
42971,0.001100975149418,7,0,1,1,1,1,1
48255,0.001100975149418,6,0,1,1,1,1,1
1243,0.001100975149418,6,0,0,0,0,0,0
26335,0.001100975149418,4,0,0,0,0,0,0
23801,0.001100975149418,3,0,0,0,0,0,0
34638,0.001100975149418,9,0,0,0,0,0,0
118273,0.001100975149418,9,0,0,1,1,0,0
9329,0.001100975149418,4,0,2,2,1,2,1
36836,0.001100975149418,7,0,1,1,1,2,1
3196,0.001100975149418,7,0,3,3,3,3,3
3423,0.001100975149418,5,0,0,0,0,0,0
31459,0.001100975149418,4,0,2,2,2,2,2
107228,0.001100975149418,13,0,2,2,2,2,2
25252,0.001100975149418,8,0,1,1,1,1,1
83274,0.001100975149418,7,0,2,2,2,2,2
8670,0.001100975149418,8,0,1,1,1,1,1
20368,0.001100975149418,9,0,3,3,3,3,3
20367,0.001100975149418,6,0,1,1,1,1,1
2698,0.001100975149418,13,0,3,3,3,3,3
3424,0.001100975149418,6,0,0,0,0,0,0
34989,0.001100975149418,7,0,0,0,0,0,0
34987,0.001100975149418,14,0,1,1,1,1,1
27284,0.001100975149418,4,0,1,1,1,1,1
35554,0.001100975149418,4,0,1,1,1,1,1
35508,0.001100975149418,6,0,0,0,0,0,0
26109,0.001100975149418,6,0,1,1,1,1,1
23092,0.001100975149418,12,0,1,0,0,0,1
14149,0.001100975149418,10,0,1,1,1,1,1
43595,0.001100975149418,9,0,0,0,0,0,0
24271,0.001100975149418,2,0,2,2,2,2,2
19590,0.001100975149418,3,0,1,1,1,1,1
33048,0.001100975149418,13,0,0,0,0,0,0
81716,0.001100975149418,10,0,2,2,2,2,2
1135,0.001100975149418,9,0,2,2,2,2,2
13860,0.001100975149418,8,0,2,2,2,2,2
4129,0.001100975149418,7,0,2,2,2,2,2
16243,0.001100975149418,7,0,0,0,0,0,0
21650,0.001100975149418,8,0,2,2,2,2,2
22535,0.001100975149418,6,0,3,3,3,3,3
29594,0.001100975149418,3,0,0,0,0,0,0
11868,0.001100975149418,11,0,2,2,2,2,2
27050,0.001100975149418,5,0,2,1,1,2,2
96060,0.001100975149418,9,0,1,1,1,1,1
17615,0.001100975149418,11,0,1,1,1,1,1
21124,0.001100975149418,12,0,3,3,3,3,3
70345,0.001100975149418,9,0,1,1,1,1,1
11487,0.001100975149418,7,0,3,3,3,3,3
9994,0.001100975149418,9,0,2,2,2,2,2
10434,0.001100975149418,6,0,0,0,0,0,0
27855,0.001100975149418,10,0,1,1,1,1,1
23698,0.001100975149418,8,0,1,1,1,1,1
24442,0.001100975149418,8,0,3,3,3,3,3
18641,0.001100975149418,10,0,1,0,0,0,1
54306,0.001100975149418,5,0,0,0,0,0,0
36691,0.001100975149418,10,0,1,1,1,1,1
69932,0.001100975149418,5,0,1,1,1,1,1
25802,0.001100975149418,9,0,0,0,0,0,0
46286,0.001100975149418,5,0,2,2,1,1,2
24508,0.001100975149418,6,0,1,1,1,1,1
62065,0.001100975149418,5,0,2,2,2,2,2
91331,0.001100975149418,8,0,2,2,2,2,2
24612,0.001100975149418,12,0,1,1,1,1,1
36290,0.001100975149418,5,0,1,1,1,1,1
7381,0.001100975149418,8,0,0,0,0,0,0
20702,0.001100975149418,4,0,2,2,2,2,2
15163,0.001100975149418,5,0,1,1,1,1,1
27408,0.001100975149418,7,0,1,1,1,1,1
37657,0.001100975149418,8,0,0,0,0,0,0
37883,0.001100975149418,5,0,0,1,1,0,0
45270,0.001100975149418,9,0,1,1,1,1,1
35017,0.001100975149418,9,0,0,1,1,1,1
1528,0.001100975149418,5,0,1,1,1,1,1
33906,0.001100975149418,12,0,2,2,2,2,2
74374,0.001100975149418,14,0,1,1,1,1,1
22323,0.001100975149418,10,0,0,0,0,0,0
20255,0.001100975149418,12,0,1,1,1,1,1
11836,0.001100975149418,10,0,2,2,2,2,2
23461,0.001100975149418,9,0,1,1,1,1,1
34714,0.001100975149418,8,0,1,1,1,1,1
24188,0.001100975149418,18,0,1,1,1,1,1
74713,0.001100975149418,12,0,4,4,4,4,4
1865,0.001100975149418,4,0,0,0,0,0,0
8650,0.001100975149418,8,0,3,3,3,3,3
1877,0.001100975149418,9,0,1,1,1,1,1
13106,0.001100975149418,9,0,2,2,2,2,2
1750,0.001100975149418,7,0,2,2,1,2,2
15663,0.001100975149418,7,0,1,1,1,1,1
25874,0.001100975149418,9,0,2,2,2,2,2
30696,0.001100975149418,6,0,0,0,0,0,0
64619,0.001100975149418,6,0,1,1,1,1,1
82902,0.001100975149418,3,0,2,2,2,2,2
21565,0.001100975149418,5,0,1,1,1,1,1
81944,0.001100975149418,6,0,2,2,2,2,2
23962,0.001100975149418,12,0,0,0,0,0,0
23752,0.001100975149418,7,0,3,3,3,3,3
22784,0.001100975149418,8,0,0,0,0,0,0
18164,0.001100975149418,8,0,0,0,0,0,0
76957,0.001100975149418,6,0,0,0,0,0,0
7110,0.001100975149418,9,0,0,0,0,0,0
2096,0.001100975149418,3,0,0,0,0,0,0
1700,0.001100975149418,11,0,2,2,2,2,2
32438,0.001100975149418,8,0,2,3,3,3,3
18635,0.001100975149418,5,0,0,0,0,0,0
15813,0.001100975149418,7,0,0,0,0,0,0
50337,0.001100975149418,11,0,1,1,1,1,1
79917,0.001100975149418,9,0,1,1,1,1,1
2920,0.001100975149418,5,0,1,1,2,1,1
51144,0.001100975149418,5,0,3,3,3,3,3
37243,0.001100975149418,10,0,1,1,1,1,1
80494,0.001100975149418,10,0,2,2,2,2,1
9348,0.001100975149418,9,0,1,1,1,1,1
70269,0.001100975149418,9,0,0,0,0,0,0
925,0.001100975149418,11,0,1,1,2,2,1
6163,0.001100975149418,7,0,0,0,0,0,0
1502,0.001100975149418,6,0,1,1,1,1,1
4648,0.001100975149418,2,0,3,3,3,3,3
20694,0.001100975149418,11,0,3,3,3,3,3
19296,0.001100975149418,6,0,2,2,2,2,2
2921,0.001100975149418,7,0,2,2,2,2,2
80653,0.001100975149418,8,0,1,1,1,1,2
24145,0.001100975149418,9,0,2,2,2,2,2
2968,0.001100975149418,7,0,0,0,0,0,0
22505,0.001100975149418,8,0,0,0,0,0,0
22031,0.001100975149418,8,0,2,2,2,2,2
17758,0.001100975149418,6,0,1,2,2,2,2
25872,0.001100975149418,9,0,1,1,1,1,1
4684,0.001100975149418,6,0,2,2,2,2,2
76799,0.001100975149418,10,0,2,2,2,2,2
22539,0.001100975149418,5,0,1,1,1,1,1
904,0.001100975149418,9,0,0,0,0,0,0
33373,0.001100975149418,7,0,1,1,1,1,2
16181,0.001100975149418,7,0,0,0,0,0,0
9911,0.001100975149418,6,0,1,2,2,1,1
78230,0.001100975149418,11,0,2,2,2,2,2
18777,0.001100975149418,1,0,1,1,1,1,1
29308,0.001100975149418,11,0,4,4,4,4,4
121990,0.001100975149418,9,0,3,3,3,3,3
4131,0.001100975149418,8,0,2,2,2,2,2
75835,0.001100975149418,10,0,2,2,2,2,2
29984,0.001100975149418,8,0,1,1,1,1,0
55420,0.001100975149418,8,0,1,1,1,1,1
30613,0.001100975149418,13,0,0,0,0,0,0
2795,0.001100975149418,7,0,2,2,2,2,2
21372,0.001100975149418,6,0,1,2,1,1,1
30286,0.001100975149418,8,0,1,1,1,1,1
34524,0.001100975149418,7,0,3,3,3,3,3
27202,0.001100975149418,11,0,1,1,1,1,1
36407,0.001100975149418,13,0,1,1,1,1,1
70339,0.001100975149418,5,0,1,1,1,1,1
9868,0.001100975149418,11,0,2,2,2,2,2
86818,0.001100975149418,2,0,1,1,1,1,1
34053,0.001100975149418,6,0,1,1,1,1,1
81214,0.001100975149418,7,0,4,4,4,4,4
15915,0.001100975149418,8,0,2,2,2,2,2
25742,0.001100975149418,7,0,1,1,1,1,1
11188,0.001100975149418,7,0,3,3,3,3,3
1117,0.001100975149418,7,0,1,1,1,1,1
761,0.001100975149418,6,0,2,2,2,2,2
35966,0.001100975149418,7,0,2,2,2,2,2
3898,0.001100975149418,12,0,1,1,1,1,1
134707,0.001100975149418,4,0,2,2,2,2,2
36018,0.001100975149418,16,0,1,1,1,1,1
58191,0.001100975149418,5,0,1,1,1,1,1
13247,0.001100975149418,2,0,0,0,0,0,0
10379,0.001100975149418,7,0,2,2,2,2,2
12229,0.001100975149418,6,0,2,2,2,2,2
103905,0.001100975149418,2,0,2,2,2,2,2
15640,0.001100975149418,8,0,1,1,1,1,1
1728,0.001100975149418,5,0,1,1,1,1,1
51858,0.001100975149418,14,0,0,0,0,0,0
91870,0.001100975149418,8,0,0,0,0,0,0
14159,0.001100975149418,7,0,3,3,3,3,3
10604,0.001100975149418,8,0,0,0,0,0,0
14696,0.001100975149418,6,0,2,2,2,2,2
60023,0.001100975149418,6,0,0,0,0,0,0
45866,0.001100975149418,7,0,1,1,1,1,1
21210,0.001100975149418,6,0,2,2,2,2,2
14489,0.001100975149418,11,0,0,0,0,0,0
1595,0.001100975149418,5,0,2,2,2,2,2
46630,0.001100975149418,10,0,2,2,2,2,2
11137,0.001100975149418,9,0,0,0,0,0,0
31779,0.001100975149418,9,0,0,0,0,0,0
11138,0.001100975149418,12,0,2,2,2,2,2
14314,0.001100975149418,11,0,2,2,2,2,2
45470,0.001100975149418,10,0,1,1,1,1,1
47815,0.001100975149418,9,0,3,3,3,3,3
1734,0.001100975149418,4,0,1,1,1,1,1
54655,0.001100975149418,5,0,0,0,0,0,0
13796,0.001100975149418,10,0,2,2,2,2,2
24386,0.001100975149418,10,0,2,2,2,2,2
68974,0.001100975149418,10,0,1,1,1,1,1
15209,0.001100975149418,8,0,4,4,4,4,4
49785,0.001100975149418,10,0,1,2,2,2,1
85587,0.001100975149418,12,0,1,1,1,1,1
75665,0.001100975149418,10,0,0,0,0,0,0
16268,0.001100975149418,7,0,1,1,1,1,1
9332,0.001100975149418,6,0,2,2,2,2,2
15762,0.001100975149418,5,0,2,2,2,2,2
16000,0.001100975149418,6,0,3,3,3,3,3
28700,0.001100975149418,5,0,2,2,2,2,2
26592,0.001100975149418,3,0,2,2,2,2,2
25137,0.001100975149418,6,0,0,0,0,0,0
94315,0.001100975149418,14,0,1,1,1,1,1
13685,0.001100975149418,10,0,0,0,0,0,0
37175,0.001100975149418,5,0,2,2,2,2,2
13686,0.001100975149418,5,0,3,3,3,3,3
87631,0.001100975149418,6,0,4,4,4,4,4
13687,0.001100975149418,5,0,2,2,2,2,2
33846,0.001100975149418,8,0,0,0,0,0,0
15473,0.001100975149418,7,0,1,1,1,1,1
24778,0.001100975149418,5,0,0,0,0,0,0
18365,0.001100975149418,5,0,1,1,1,1,1
6937,0.001100975149418,12,0,1,1,1,1,0
37248,0.001100975149418,5,0,1,1,1,1,1
3973,0.001100975149418,8,0,2,2,2,2,2
9347,0.001100975149418,5,0,2,2,2,2,2
10253,0.001100975149418,14,0,1,1,1,1,1
20239,0.001100975149418,9,0,3,3,3,3,3
16124,0.001100975149418,8,0,1,1,1,1,1
15588,0.001100975149418,4,0,0,0,0,0,0
75260,0.001100975149418,8,0,2,2,2,2,2
15648,0.001100975149418,7,0,3,3,3,3,3
12134,0.001100975149418,10,0,3,3,3,3,3
54706,0.001100975149418,6,0,0,0,0,0,0
21685,0.001100975149418,7,0,3,3,3,3,3
25931,0.001100975149418,11,0,1,1,1,1,1
19275,0.001100975149418,7,0,1,1,1,1,1
12723,0.001100975149418,7,0,1,1,1,1,1
44230,0.001100975149418,4,0,1,1,1,1,1
36167,0.001100975149418,10,0,0,0,0,0,0
14635,0.001100975149418,4,0,2,1,1,1,2
382,0.001100975149418,4,0,1,2,2,1,2
6276,0.001100975149418,5,0,1,1,1,1,1
11864,0.001100975149418,12,0,2,2,2,2,2
31450,0.001100975149418,4,0,2,2,2,2,2
108055,0.001100975149418,16,0,3,3,3,3,3
27590,0.001100975149418,6,0,3,3,3,3,3
8796,0.001100975149418,8,0,2,2,2,2,2
32677,0.001100975149418,7,0,1,1,1,1,1
12600,0.001100975149418,7,0,2,2,2,2,2
12734,0.001100975149418,7,0,2,2,2,2,2
46679,0.001100975149418,9,0,2,2,2,2,2
3168,0.001100975149418,5,0,3,4,3,3,3
81962,0.001100975149418,11,0,1,1,1,1,1
32519,0.001100975149418,13,0,1,1,1,1,1
12082,0.001100975149418,7,0,1,1,1,1,1
97761,0.001100975149418,6,0,2,2,2,2,2
15709,0.001100975149418,10,0,2,2,2,2,2
23815,0.001100975149418,7,0,0,0,0,0,0
48088,0.001100975149418,6,0,0,0,0,0,0
8857,0.001100975149418,7,0,3,3,3,3,3
12508,0.001100975149418,8,0,3,3,3,3,3
12048,0.001100975149418,7,0,0,0,0,0,0
12102,0.001100975149418,8,0,2,2,2,2,2
14137,0.001100975149418,13,0,1,1,1,1,1
85617,0.001100975149418,5,0,3,3,3,3,3
30153,0.001100975149418,7,0,2,3,3,1,2
12984,0.001100975149418,6,0,1,1,1,1,1
12926,0.001100975149418,6,0,3,3,3,3,3
24376,0.001100975149418,13,0,3,3,3,3,3
65017,0.001100975149418,6,0,0,0,0,0,0
13669,0.001100975149418,6,0,2,2,2,2,2
11180,0.001100975149418,6,0,1,1,1,1,1
46407,0.001100975149418,4,0,0,0,0,0,0
11205,0.001100975149418,8,0,4,4,4,4,4
32668,0.001100975149418,11,0,2,2,2,2,2
99141,0.001100975149418,10,0,0,0,0,0,0
75389,0.001100975149418,5,0,2,2,2,2,2
11263,0.001100975149418,10,0,1,1,1,1,1
61024,0.001100975149418,4,0,0,0,0,0,0
13099,0.001100975149418,11,0,1,1,1,1,1
36144,0.001100975149418,10,0,2,2,2,2,2
23166,0.001100975149418,11,0,1,1,1,1,1
93160,0.001100975149418,7,0,3,3,3,3,3
12950,0.001100975149418,9,0,2,2,2,2,2
3217,0.001100975149418,10,0,0,0,0,0,0
2082,0.001100975149418,9,0,1,1,1,1,1
52840,0.001100975149418,7,0,4,4,4,4,4
1412,0.001100975149418,10,0,2,2,2,2,2
10494,0.001100975149418,5,0,1,1,1,1,1
36270,0.001100975149418,11,0,0,0,0,0,0
9917,0.001100975149418,9,0,1,1,1,1,1
29719,0.001100975149418,8,0,1,1,1,1,1
30041,0.001100975149418,6,0,0,0,0,0,0
25165,0.001100975149418,10,0,1,1,1,1,1
1309,0.001100975149418,6,0,1,1,1,1,1
17604,0.001100975149418,8,0,3,3,3,3,3
13066,0.001100975149418,12,0,1,1,1,1,1
38111,0.001100975149418,7,0,3,3,3,3,3
19844,0.001100975149418,10,0,2,2,2,2,2
48557,0.001100975149418,9,0,0,0,0,0,0
15801,0.001100975149418,8,0,0,0,0,0,0
75843,0.001100975149418,10,0,1,2,1,1,1
19845,0.001100975149418,10,0,0,0,0,0,0
6132,0.001100975149418,11,0,1,1,1,1,1
6046,0.001100975149418,9,0,0,1,1,1,0
21249,0.001100975149418,11,0,3,3,3,3,3
19782,0.001100975149418,10,0,2,2,2,2,2
18719,0.001100975149418,7,0,2,2,2,2,2
32659,0.001100975149418,6,0,2,3,3,3,2
20716,0.001100975149418,6,0,0,0,0,0,0
59183,0.001100975149418,0,0,3,3,3,3,3
19521,0.001100975149418,6,0,2,2,2,2,2
14661,0.001100975149418,5,0,3,2,2,2,3
19520,0.001100975149418,12,0,0,0,0,0,0
7940,0.001100975149418,8,0,3,3,3,3,3
25578,0.001100975149418,9,0,2,2,2,2,2
86177,0.001100975149418,15,0,2,2,2,2,2
19959,0.001100975149418,6,0,1,1,1,1,1
65386,0.001100975149418,6,0,2,2,2,2,2
27361,0.001100975149418,7,0,1,1,1,1,1
91371,0.001100975149418,8,0,1,1,1,1,1
21314,0.001100975149418,5,0,2,2,2,1,2
24358,0.001100975149418,10,0,1,1,1,1,1
8576,0.001100975149418,15,0,1,1,1,1,1
53789,0.001100975149418,5,0,1,0,0,0,0
18840,0.001100975149418,8,0,2,2,2,2,2
36353,0.001100975149418,1,0,1,1,1,1,1
57090,0.001100975149418,10,0,1,1,1,1,1
19998,0.001100975149418,2,0,1,1,1,1,1
85577,0.001100975149418,3,0,0,0,0,0,0
18416,0.001100975149418,8,0,2,2,2,2,2
14800,0.001100975149418,11,0,1,1,1,1,1
22227,0.001100975149418,5,0,2,2,2,2,2
2868,0.001100975149418,8,0,3,3,3,3,3
23824,0.001100975149418,4,0,1,1,1,1,1
67910,0.001100975149418,7,0,2,2,2,2,2
20194,0.001100975149418,5,0,1,1,1,1,1
3746,0.001100975149418,10,0,2,2,2,2,2
31242,0.001100975149418,11,0,2,2,2,1,2
20181,0.001100975149418,12,0,1,1,1,1,1
77885,0.001100975149418,10,0,1,1,1,1,1
30553,0.001100975149418,7,0,0,0,0,0,0
21995,0.001100975149418,11,0,1,1,1,0,1
3773,0.001100975149418,7,0,0,0,0,0,0
66024,0.001100975149418,8,0,2,2,2,2,2
116094,0.001100975149418,12,0,1,1,1,1,1
6272,0.001100975149418,4,0,1,2,2,2,1
64288,0.001100975149418,4,0,0,0,0,0,0
3789,0.001100975149418,4,0,2,2,2,2,2
40238,0.001100975149418,7,0,1,1,1,1,1
69892,0.001100975149418,9,0,1,1,1,1,1
51042,0.001100975149418,5,0,2,2,2,2,2
3964,0.001100975149418,11,0,1,1,1,1,1
6220,0.001100975149418,4,0,1,1,1,1,1
38983,0.001100975149418,8,0,0,0,0,0,0
85281,0.001100975149418,14,0,5,5,5,5,5
30343,0.001100975149418,12,0,2,2,2,2,2
29551,0.001100975149418,10,0,1,1,1,1,1
91576,0.001100975149418,10,0,1,1,1,1,1
114609,0.001100975149418,10,0,0,0,0,0,0
3741,0.001100975149418,6,0,1,1,1,1,1
18259,0.001100975149418,7,0,1,1,1,1,1
18033,0.001100975149418,8,0,2,2,2,2,2
36405,0.001100975149418,9,0,2,2,2,2,2
2954,0.001100975149418,5,0,1,1,1,1,1
9876,0.001100975149418,8,0,1,1,1,1,1
17505,0.001100975149418,12,0,2,2,2,2,2
37707,0.001100975149418,7,0,4,4,4,4,4
14321,0.001100975149418,7,0,0,0,0,0,0
93002,0.001100975149418,8,0,4,4,4,4,4
80024,0.001100975149418,7,0,1,1,1,1,1
20267,0.001100975149418,5,0,0,0,0,0,0
35313,0.001100975149418,7,0,0,0,0,0,0
48291,0.001100975149418,10,0,3,3,3,3,2
14182,0.001100975149418,4,0,2,2,2,2,2
31420,0.001100975149418,6,0,1,1,1,1,1
38633,0.001100975149418,8,0,1,1,1,1,1
16623,0.001100975149418,4,0,2,2,2,2,2
2870,0.001100975149418,15,0,0,0,0,0,0
52929,0.001100975149418,12,0,0,0,0,0,0
16138,0.001100975149418,9,0,0,0,0,0,0
64677,0.001100975149418,10,0,2,2,2,1,2
16616,0.001100975149418,8,0,1,0,0,0,0
23100,0.001100975149418,6,0,1,1,1,1,1
16574,0.001100975149418,8,0,2,2,2,2,2
78350,0.001100975149418,8,0,3,3,3,3,3
92951,0.001100975149418,9,0,2,2,2,2,2
37788,0.001100975149418,12,0,1,1,1,1,1
13261,0.001100975149418,10,0,1,1,1,1,0
10044,0.001100975149418,5,0,2,2,2,2,2
34928,0.001100975149418,9,0,2,2,2,2,2
54865,0.001100975149418,9,0,0,0,0,0,0
6247,0.001100975149418,6,0,2,2,2,2,2
17525,0.001100975149418,10,0,0,0,0,0,0
8638,0.001100975149418,9,0,2,2,2,2,2
137289,0.001100975149418,8,0,1,1,1,1,1
11229,0.001100975149418,7,0,0,0,0,0,0
16145,0.001100975149418,10,0,0,0,0,0,0
